CustomerID,Gender,Age,Date,Annual Income ($), Spends  ,Average_Spend,Purchase_Frequency,Segment,Work Experience,Family Size
309,Male,26,02/10/2022,112766," 1,358.63 "," 5,146.03 ",83,Engineer,8,4
310,Female,17,06/12/2020,156488," 2,407.51 "," 5,146.03 ",65,Engineer,1,4
311,Male,56,05/08/2021,97562," 6,504.13 "," 5,146.03 ",15,Executive,5,6
312,Female,12,18/11/2021,77501," 2,583.37 "," 5,146.03 ",30,Engineer,5,4
313,Female,24,25/03/2022,118302," 1,183.02 "," 5,146.03 ",100,Lawyer,5,1
314,Female,13,05/06/2022,64277," 7,141.89 "," 5,146.03 ",9,Executive,9,4
315,Male,12,27/06/2020,53927, 700.35 ," 5,146.03 ",77,Doctor,2,3
316,Male,72,07/01/2020,93921," 1,009.90 "," 5,146.03 ",93,Lawyer,9,2
317,Female,54,20/04/2020,132046," 16,505.75 "," 5,146.03 ",8,Homemaker,4,4
318,Male,45,31/12/2020,183217," 2,013.37 "," 5,146.03 ",91,Artist,7,2
319,Male,66,25/05/2022,182937," 4,157.66 "," 5,146.03 ",44,Marketing,8,1
320,Female,27,13/11/2020,68272," 1,219.14 "," 5,146.03 ",56,Healthcare,8,4
321,Male,36,05/10/2020,69841," 3,325.76 "," 5,146.03 ",21,Engineer,10,2
322,Male,5,10/05/2022,69078," 1,151.30 "," 5,146.03 ",60,Lawyer,13,1
323,Female,89,08/03/2021,110667," 1,106.67 "," 5,146.03 ",100,Healthcare,2,4
324,Male,13,18/04/2020,95469," 1,015.63 "," 5,146.03 ",94,Doctor,6,1
325,Female,91,12/06/2021,102861," 2,571.53 "," 5,146.03 ",40,Artist,4,1
326,Male,16,15/09/2021,133551," 19,078.71 "," 5,146.03 ",7,Artist,3,1
327,Female,63,19/04/2021,64589, 717.66 ," 5,146.03 ",90,Engineer,7,1
328,Male,52,10/06/2020,152755," 3,916.79 "," 5,146.03 ",39,Engineer,4,2
329,Female,37,02/01/2020,92313," 1,591.60 "," 5,146.03 ",58,Healthcare,1,5
330,Female,78,23/04/2021,98922," 49,461.00 "," 5,146.03 ",2,Artist,2,3
331,Male,24,30/05/2021,165846," 5,025.64 "," 5,146.03 ",33,Engineer,0,4
332,Female,4,19/11/2021,93713," 1,511.50 "," 5,146.03 ",62,Engineer,3,4
333,Male,84,25/11/2022,137641," 2,054.34 "," 5,146.03 ",67,Healthcare,0,5
334,Male,0,17/05/2022,173743," 1,809.82 "," 5,146.03 ",96,Artist,0,4
335,Female,67,11/03/2020,116126," 2,002.17 "," 5,146.03 ",58,Entertainment,10,2
336,Female,32,25/01/2020,112246," 3,741.53 "," 5,146.03 ",30,Healthcare,8,3
337,Female,39,31/01/2021,69384, 925.12 ," 5,146.03 ",75,Healthcare,1,5
338,Female,68,28/11/2021,76529," 1,234.34 "," 5,146.03 ",62,Healthcare,0,2
339,Female,7,25/05/2021,123804," 4,421.57 "," 5,146.03 ",28,Doctor,14,1
340,Female,76,19/09/2022,68292," 1,241.67 "," 5,146.03 ",55,Artist,8,2
341,Female,84,06/01/2021,173185," 1,749.34 "," 5,146.03 ",99,Artist,3,1
342,Male,75,27/05/2020,142034," 1,732.12 "," 5,146.03 ",82,Entertainment,1,4
343,Male,22,19/03/2020,107941," 1,769.52 "," 5,146.03 ",61,Artist,0,1
344,Female,90,08/05/2021,149840," 2,456.39 "," 5,146.03 ",61,Engineer,1,1
345,Female,4,29/12/2022,148431," 1,499.30 "," 5,146.03 ",99,Healthcare,1,8
346,Female,78,12/07/2021,126599," 1,507.13 "," 5,146.03 ",84,Lawyer,0,3
347,Female,58,03/11/2020,57180," 2,599.09 "," 5,146.03 ",22,Healthcare,9,1
348,Female,99,21/01/2022,184426," 4,498.20 "," 5,146.03 ",41,Artist,9,1
349,Female,24,29/08/2021,151085," 3,873.97 "," 5,146.03 ",39,Marketing,2,5
350,Female,88,06/04/2022,166107," 1,694.97 "," 5,146.03 ",98,Artist,13,4
351,Female,92,19/02/2021,67850, 745.60 ," 5,146.03 ",91,Artist,9,4
352,Male,99,22/01/2020,173394," 43,348.50 "," 5,146.03 ",4,Engineer,13,1
353,Female,51,30/06/2021,72303, 737.79 ," 5,146.03 ",98,Lawyer,7,1
354,Male,23,12/10/2020,181760," 5,193.14 "," 5,146.03 ",35,Healthcare,14,3
355,Female,13,03/09/2021,146858," 1,958.11 "," 5,146.03 ",75,Doctor,9,1
356,Male,22,01/02/2020,172923," 8,646.15 "," 5,146.03 ",20,Engineer,6,1
357,Female,89,04/06/2020,115811," 1,331.16 "," 5,146.03 ",87,Homemaker,11,4
358,Male,20,23/02/2022,184324," 3,614.20 "," 5,146.03 ",51,Marketing,13,5
359,Female,72,09/01/2022,67353," 3,544.89 "," 5,146.03 ",19,Lawyer,9,3
360,Male,17,29/07/2021,165999," 2,338.01 "," 5,146.03 ",71,Healthcare,9,3
361,Male,90,25/01/2022,164914," 9,161.89 "," 5,146.03 ",18,Artist,8,3
362,Male,99,24/01/2020,63364," 1,038.75 "," 5,146.03 ",61,Entertainment,1,2
363,Female,39,16/01/2022,182352," 2,497.97 "," 5,146.03 ",73,Engineer,4,3
364,Female,37,11/02/2020,148544," 2,652.57 "," 5,146.03 ",56,Entertainment,1,2
365,Male,46,18/06/2020,62833, 739.21 ," 5,146.03 ",85,Artist,1,2
366,Male,65,29/08/2021,120627," 1,675.38 "," 5,146.03 ",72,Healthcare,0,2
367,Female,60,13/01/2022,130898," 4,363.27 "," 5,146.03 ",30,Artist,1,1
368,Female,93,19/02/2020,103130," 1,393.65 "," 5,146.03 ",74,Executive,12,3
369,Male,72,03/02/2022,106681," 7,112.07 "," 5,146.03 ",15,Healthcare,9,5
370,Female,36,07/02/2021,87353," 3,494.12 "," 5,146.03 ",25,Entertainment,1,5
371,Male,52,08/10/2022,88046," 1,443.38 "," 5,146.03 ",61,Artist,8,1
372,Female,72,09/05/2020,98168," 2,003.43 "," 5,146.03 ",49,Entertainment,1,2
373,Female,28,29/11/2022,178265," 35,653.00 "," 5,146.03 ",5,Lawyer,2,1
374,Female,48,04/04/2021,167232," 1,817.74 "," 5,146.03 ",92,Doctor,6,4
375,Male,85,18/10/2022,140478," 3,266.93 "," 5,146.03 ",43,Doctor,6,4
376,Male,22,15/08/2022,159296," 1,919.23 "," 5,146.03 ",83,Artist,8,1
377,Female,30,05/10/2022,144043," 1,846.71 "," 5,146.03 ",78,Doctor,1,1
378,Male,46,07/01/2022,72594," 1,134.28 "," 5,146.03 ",64,Artist,1,2
379,Female,82,05/03/2021,180288," 2,341.40 "," 5,146.03 ",77,Artist,2,2
380,Female,73,26/02/2020,165734," 3,249.69 "," 5,146.03 ",51,Entertainment,0,1
381,Male,8,27/08/2022,175407," 87,703.50 "," 5,146.03 ",2,Artist,5,1
382,Male,90,06/03/2021,70201," 8,775.13 "," 5,146.03 ",8,Engineer,0,2
383,Male,34,29/05/2020,91503," 3,519.35 "," 5,146.03 ",26,Artist,0,6
384,Female,10,04/03/2020,184522," 4,291.21 "," 5,146.03 ",43,Artist,0,2
385,Female,79,06/03/2022,143560," 1,729.64 "," 5,146.03 ",83,Artist,1,3
386,Male,83,30/06/2020,131574," 1,356.43 "," 5,146.03 ",97,Artist,1,2
387,Female,20,22/07/2022,151124," 8,395.78 "," 5,146.03 ",18,Artist,15,3
388,Female,25,14/01/2021,67447," 13,489.40 "," 5,146.03 ",5,Artist,15,2
389,Female,26,26/02/2020,117454," 14,681.75 "," 5,146.03 ",8,Healthcare,16,2
390,Female,18,14/07/2022,86203," 3,747.96 "," 5,146.03 ",23,Doctor,13,1
391,Female,7,26/04/2022,136231," 13,623.10 "," 5,146.03 ",10,Artist,7,1
392,Male,1,30/04/2020,89144," 89,144.00 "," 5,146.03 ",1,Doctor,12,2
393,Male,21,07/09/2022,119116," 3,970.53 "," 5,146.03 ",30,Artist,17,4
394,Female,86,14/09/2022,163463," 5,273.00 "," 5,146.03 ",31,Artist,9,4
395,Female,75,10/04/2021,151696," 1,849.95 "," 5,146.03 ",82,Artist,15,1
396,Male,78,18/06/2022,184736," 3,552.62 "," 5,146.03 ",52,Lawyer,13,1
397,Female,87,03/12/2021,70419," 1,020.57 "," 5,146.03 ",69,Homemaker,6,4
398,Female,8,30/03/2022,119104," 2,904.98 "," 5,146.03 ",41,Entertainment,14,3
399,Male,59,14/08/2022,130950," 4,676.79 "," 5,146.03 ",28,Executive,5,3
400,Male,13,25/02/2021,140950," 1,830.52 "," 5,146.03 ",77,Artist,15,2
401,Female,55,27/07/2021,82285," 2,351.00 "," 5,146.03 ",35,Engineer,16,1
402,Female,50,27/01/2021,91389, 993.36 ," 5,146.03 ",92,Healthcare,11,7
403,Male,54,24/08/2022,186359," 1,961.67 "," 5,146.03 ",95,Doctor,13,2
404,Male,13,06/08/2022,178989," 3,891.07 "," 5,146.03 ",46,Doctor,14,3
405,Male,79,11/02/2020,166335," 3,696.33 "," 5,146.03 ",45,Engineer,5,5
406,Female,65,14/01/2020,119889," 10,899.00 "," 5,146.03 ",11,Artist,17,6
407,Female,51,16/05/2022,66852, 915.78 ," 5,146.03 ",73,Executive,15,3
408,Male,18,14/08/2020,103896," 2,886.00 "," 5,146.03 ",36,Executive,16,4
409,Male,21,27/12/2021,187761," 2,158.17 "," 5,146.03 ",87,Healthcare,2,3
410,Male,37,14/04/2021,102717," 1,104.48 "," 5,146.03 ",93,Healthcare,7,4
411,Male,83,05/05/2021,102647," 1,236.71 "," 5,146.03 ",83,Entertainment,0,2
412,Female,96,01/06/2022,113585," 3,664.03 "," 5,146.03 ",31,Lawyer,0,4
413,Female,65,09/03/2020,86509, 983.06 ," 5,146.03 ",88,Artist,0,4
414,Male,80,03/04/2021,59099," 1,343.16 "," 5,146.03 ",44,Marketing,1,7
415,Female,75,09/04/2020,135088," 27,017.60 "," 5,146.03 ",5,Lawyer,1,5
416,Female,87,09/07/2021,110870," 1,421.41 "," 5,146.03 ",78,Engineer,1,4
417,Female,86,07/12/2021,187667," 15,638.92 "," 5,146.03 ",12,Artist,0,1
418,Female,36,19/03/2021,124614," 4,984.56 "," 5,146.03 ",25,Artist,8,5
419,Female,78,29/05/2022,166492," 4,162.30 "," 5,146.03 ",40,Homemaker,9,7
420,Female,62,28/01/2020,172758," 2,503.74 "," 5,146.03 ",69,Entertainment,1,2
421,Male,89,10/02/2022,122430," 6,443.68 "," 5,146.03 ",19,Healthcare,1,1
422,Female,56,20/08/2021,183540," 1,911.88 "," 5,146.03 ",96,Entertainment,0,6
423,Female,35,28/11/2022,96484," 2,837.76 "," 5,146.03 ",34,Artist,5,4
424,Male,33,13/07/2021,112587," 1,585.73 "," 5,146.03 ",71,Artist,1,4
425,Female,58,17/03/2020,155672," 2,192.56 "," 5,146.03 ",71,Entertainment,7,7
426,Female,68,04/03/2022,72847, 783.30 ," 5,146.03 ",93,Artist,1,2
427,Male,38,14/10/2020,71897," 2,246.78 "," 5,146.03 ",32,Entertainment,2,3
428,Male,31,08/08/2020,158479," 2,780.33 "," 5,146.03 ",57,Doctor,1,5
429,Male,90,27/11/2020,89251," 22,312.75 "," 5,146.03 ",4,Entertainment,1,1
430,Male,28,17/09/2020,179911," 7,496.29 "," 5,146.03 ",24,Engineer,1,1
431,Male,1,14/05/2021,111558," 1,312.45 "," 5,146.03 ",85,Healthcare,7,4
432,Male,78,23/01/2020,127615," 1,636.09 "," 5,146.03 ",78,Executive,10,7
433,Female,23,28/04/2020,50076," 1,564.88 "," 5,146.03 ",32,Artist,3,5
434,Female,25,14/11/2021,77779," 1,254.50 "," 5,146.03 ",62,Artist,4,1
435,Male,59,18/05/2022,169999," 4,473.66 "," 5,146.03 ",38,Engineer,5,5
436,Female,7,28/12/2022,106581," 1,402.38 "," 5,146.03 ",76,Doctor,1,7
437,Female,24,05/05/2022,78223," 1,907.88 "," 5,146.03 ",41,Lawyer,0,1
438,Male,76,24/09/2020,136259," 9,732.79 "," 5,146.03 ",14,Lawyer,0,7
439,Male,37,28/05/2022,153399," 1,649.45 "," 5,146.03 ",93,Entertainment,1,6
440,Female,6,19/09/2020,162858," 1,789.65 "," 5,146.03 ",91,Artist,0,1
441,Female,0,25/01/2020,57373," 1,978.38 "," 5,146.03 ",29,Artist,0,7
442,Male,3,14/01/2020,133602," 2,842.60 "," 5,146.03 ",47,Artist,1,1
443,Female,95,23/05/2022,66322, 753.66 ," 5,146.03 ",88,Artist,0,3
444,Female,0,29/12/2020,68761," 4,297.56 "," 5,146.03 ",16,Lawyer,1,4
445,Male,7,24/02/2022,70749, 822.66 ," 5,146.03 ",86,Artist,13,3
446,Male,54,08/08/2022,65874, 757.17 ," 5,146.03 ",87,Artist,7,6
447,Male,89,05/05/2020,115996," 4,833.17 "," 5,146.03 ",24,Engineer,15,1
448,Female,58,20/02/2022,67097, 737.33 ," 5,146.03 ",91,Engineer,6,1
449,Female,12,20/11/2022,108027," 1,687.92 "," 5,146.03 ",64,Artist,13,5
450,Male,7,20/04/2022,176349," 2,204.36 "," 5,146.03 ",80,Healthcare,8,2
451,Male,11,02/04/2020,88452," 2,211.30 "," 5,146.03 ",40,Healthcare,8,6
452,Male,74,14/09/2022,128266," 2,332.11 "," 5,146.03 ",55,Engineer,7,4
453,Female,64,17/09/2021,156777," 7,838.85 "," 5,146.03 ",20,Healthcare,7,2
454,Female,48,04/09/2020,123234," 2,464.68 "," 5,146.03 ",50,Lawyer,10,7
455,Female,8,30/01/2020,60790," 1,599.74 "," 5,146.03 ",38,Artist,1,5
456,Female,15,09/03/2020,181332," 1,831.64 "," 5,146.03 ",99,Artist,14,6
457,Male,1,16/12/2021,187297," 26,756.71 "," 5,146.03 ",7,Artist,0,1
458,Female,21,24/06/2021,153885," 1,789.36 "," 5,146.03 ",86,Artist,6,6
459,Male,84,17/02/2022,53500," 1,215.91 "," 5,146.03 ",44,Marketing,3,4
460,Female,5,01/01/2022,69443," 2,480.11 "," 5,146.03 ",28,Doctor,4,6
461,Female,47,08/08/2021,124072," 2,215.57 "," 5,146.03 ",56,Lawyer,0,7
462,Female,96,23/08/2022,135800," 4,682.76 "," 5,146.03 ",29,Healthcare,0,7
463,Male,93,28/10/2022,120597," 1,256.22 "," 5,146.03 ",96,Artist,2,4
464,Female,16,22/07/2020,91358," 8,305.27 "," 5,146.03 ",11,Entertainment,1,4
465,Male,56,28/08/2022,53231," 1,298.32 "," 5,146.03 ",41,Marketing,0,5
466,Female,76,20/08/2022,156330," 5,042.90 "," 5,146.03 ",31,Engineer,1,2
467,Male,0,10/06/2020,186002," 2,325.03 "," 5,146.03 ",80,Doctor,15,2
468,Female,70,11/03/2022,111760," 2,108.68 "," 5,146.03 ",53,Executive,12,5
469,Female,47,04/04/2021,143906," 11,992.17 "," 5,146.03 ",12,Artist,4,3
470,Male,13,01/07/2021,182410," 8,291.36 "," 5,146.03 ",22,Healthcare,11,4
471,Male,86,11/12/2022,98463," 2,140.50 "," 5,146.03 ",46,Homemaker,10,5
472,Male,91,02/11/2020,93762," 3,348.64 "," 5,146.03 ",28,Artist,15,7
473,Male,97,19/07/2020,104582," 2,091.64 "," 5,146.03 ",50,Healthcare,8,2
474,Male,20,02/02/2020,130813," 1,421.88 "," 5,146.03 ",92,Artist,17,5
475,Female,11,25/12/2022,59202, 643.50 ," 5,146.03 ",92,Healthcare,5,4
476,Female,28,08/05/2021,79968," 1,777.07 "," 5,146.03 ",45,Lawyer,9,2
477,Male,32,07/04/2022,104824," 2,495.81 "," 5,146.03 ",42,Artist,0,7
478,Male,82,05/10/2022,188719," 6,290.63 "," 5,146.03 ",30,Lawyer,0,6
479,Male,39,30/09/2020,187536," 2,841.45 "," 5,146.03 ",66,Healthcare,3,6
480,Male,7,11/07/2020,134008," 1,576.56 "," 5,146.03 ",85,Entertainment,2,1
481,Female,13,26/12/2020,176397," 2,484.46 "," 5,146.03 ",71,Artist,6,3
482,Female,34,15/05/2021,154888," 3,602.05 "," 5,146.03 ",43,Healthcare,9,6
483,Male,76,28/06/2021,155622," 1,921.26 "," 5,146.03 ",81,Healthcare,0,2
484,Female,30,14/06/2021,62330," 1,038.83 "," 5,146.03 ",60,Healthcare,1,1
485,Female,69,04/03/2020,112838," 3,318.76 "," 5,146.03 ",34,Healthcare,1,7
486,Male,22,15/06/2020,58283, 987.85 ," 5,146.03 ",59,Homemaker,2,4
487,Female,60,29/04/2020,77857, 961.20 ," 5,146.03 ",81,Artist,1,6
488,Male,66,22/05/2021,125024," 5,000.96 "," 5,146.03 ",25,Artist,0,1
489,Female,57,13/10/2022,136242," 4,007.12 "," 5,146.03 ",34,Artist,9,1
490,Female,60,28/05/2020,81934," 1,011.53 "," 5,146.03 ",81,Healthcare,1,4
491,Female,59,26/12/2021,130511," 1,345.47 "," 5,146.03 ",97,Artist,3,4
492,Female,54,30/06/2020,144502," 1,642.07 "," 5,146.03 ",88,Lawyer,3,1
493,Male,90,10/07/2021,63769," 10,628.17 "," 5,146.03 ",6,Artist,4,2
494,Female,14,25/10/2022,66760," 3,338.00 "," 5,146.03 ",20,Artist,0,4
495,Female,34,26/11/2022,135115," 2,502.13 "," 5,146.03 ",54,Entertainment,1,7
496,Female,85,18/04/2020,179877," 10,581.00 "," 5,146.03 ",17,Healthcare,12,4
497,Female,83,15/10/2021,93351," 1,436.17 "," 5,146.03 ",65,Doctor,1,1
498,Male,12,10/11/2020,84547, 880.70 ," 5,146.03 ",96,Homemaker,3,3
499,Male,95,20/11/2020,121725," 40,575.00 "," 5,146.03 ",3,Homemaker,12,3
500,Male,41,29/04/2022,65723, 722.23 ," 5,146.03 ",91,Artist,6,7
501,Female,38,31/07/2020,96794," 1,008.27 "," 5,146.03 ",96,Healthcare,6,3
502,Male,68,17/04/2020,72352," 1,186.10 "," 5,146.03 ",61,Healthcare,8,5
503,Female,4,26/12/2021,53097," 2,528.43 "," 5,146.03 ",21,Healthcare,0,7
504,Female,5,06/04/2021,144831," 8,519.47 "," 5,146.03 ",17,Artist,1,3
505,Female,3,04/08/2020,183851," 18,385.10 "," 5,146.03 ",10,Doctor,1,2
506,Female,20,10/08/2020,111896," 1,243.29 "," 5,146.03 ",90,Executive,1,3
507,Female,3,16/01/2020,64824," 2,160.80 "," 5,146.03 ",30,Executive,1,1
508,Male,36,12/02/2020,88565," 5,535.31 "," 5,146.03 ",16,Healthcare,1,5
509,Female,70,08/09/2021,104974," 1,666.25 "," 5,146.03 ",63,Artist,1,1
510,Female,17,17/12/2022,167060," 3,554.47 "," 5,146.03 ",47,Artist,1,5
511,Female,31,30/08/2022,69018," 4,059.88 "," 5,146.03 ",17,Artist,6,1
512,Female,48,21/03/2022,174109," 1,813.64 "," 5,146.03 ",96,Entertainment,0,1
513,Male,28,25/01/2022,62186," 2,144.34 "," 5,146.03 ",29,Marketing,0,1
514,Male,97,19/11/2022,183783," 2,625.47 "," 5,146.03 ",70,Healthcare,9,3
515,Male,81,15/03/2020,83771," 83,771.00 "," 5,146.03 ",1,Artist,1,2
516,Female,37,06/01/2022,148196," 1,628.53 "," 5,146.03 ",91,Artist,0,2
517,Male,85,07/06/2020,131742," 1,514.28 "," 5,146.03 ",87,Entertainment,1,1
518,Female,78,19/08/2021,59971, 637.99 ," 5,146.03 ",94,Homemaker,14,7
519,Female,13,27/12/2021,88960," 44,480.00 "," 5,146.03 ",2,Entertainment,13,3
520,Female,53,13/03/2021,140107," 3,687.03 "," 5,146.03 ",38,Healthcare,1,5
521,Female,41,15/01/2021,161896," 3,304.00 "," 5,146.03 ",49,Entertainment,1,3
522,Female,9,18/02/2022,57272, 954.53 ," 5,146.03 ",60,Engineer,1,1
523,Male,20,18/01/2022,119952," 59,976.00 "," 5,146.03 ",2,Healthcare,8,2
524,Female,98,30/07/2020,167197," 2,653.92 "," 5,146.03 ",63,Doctor,1,5
525,Female,44,21/03/2020,186116," 93,058.00 "," 5,146.03 ",2,Healthcare,8,6
526,Female,66,21/08/2020,134677," 2,282.66 "," 5,146.03 ",59,Healthcare,15,5
527,Female,58,27/04/2020,180479," 2,438.91 "," 5,146.03 ",74,Healthcare,0,3
528,Male,97,22/10/2021,112783," 5,370.62 "," 5,146.03 ",21,Artist,9,6
529,Male,13,01/12/2020,150258," 8,838.71 "," 5,146.03 ",17,Doctor,0,3
530,Male,48,28/09/2021,115832," 1,259.04 "," 5,146.03 ",92,Artist,2,2
531,Female,47,24/02/2022,104834," 2,382.59 "," 5,146.03 ",44,Artist,0,7
532,Male,93,21/01/2022,152571," 2,311.68 "," 5,146.03 ",66,Doctor,14,5
533,Female,11,09/05/2021,162287," 3,606.38 "," 5,146.03 ",45,Engineer,3,2
534,Female,68,18/07/2021,171761," 2,911.20 "," 5,146.03 ",59,Doctor,1,6
535,Female,87,22/05/2021,77709," 1,064.51 "," 5,146.03 ",73,Artist,0,1
536,Female,22,31/12/2022,95053," 5,591.35 "," 5,146.03 ",17,Entertainment,1,2
537,Male,89,17/07/2021,74820," 2,267.27 "," 5,146.03 ",33,Doctor,1,2
538,Male,57,13/11/2021,152267," 1,655.08 "," 5,146.03 ",92,Engineer,9,5
539,Male,91,19/02/2021,71925," 5,137.50 "," 5,146.03 ",14,Artist,4,2
540,Female,84,23/06/2020,151340," 1,593.05 "," 5,146.03 ",95,Artist,1,7
541,Male,56,22/02/2020,162921," 3,194.53 "," 5,146.03 ",51,Executive,0,4
542,Female,26,21/01/2020,52234," 1,741.13 "," 5,146.03 ",30,Executive,1,2
543,Female,56,07/11/2020,100271," 1,152.54 "," 5,146.03 ",87,Artist,1,5
544,Female,6,18/06/2022,170266," 7,402.87 "," 5,146.03 ",23,Artist,3,2
545,Female,33,13/02/2022,88763," 88,763.00 "," 5,146.03 ",1,Entertainment,1,1
546,Female,89,28/07/2021,107359," 4,129.19 "," 5,146.03 ",26,Entertainment,10,6
547,Male,99,16/05/2021,164781," 1,985.31 "," 5,146.03 ",83,Engineer,0,2
548,Female,25,03/07/2020,156016," 1,835.48 "," 5,146.03 ",85,Artist,2,1
549,Female,96,09/08/2020,186882," 4,672.05 "," 5,146.03 ",40,Entertainment,1,7
550,Female,35,21/07/2021,99300," 1,128.41 "," 5,146.03 ",88,Homemaker,5,2
551,Male,16,11/06/2020,58127, 894.26 ," 5,146.03 ",65,Marketing,0,3
552,Female,81,30/07/2022,89211," 7,434.25 "," 5,146.03 ",12,Doctor,1,7
553,Female,7,07/06/2022,148607," 2,518.76 "," 5,146.03 ",59,Homemaker,1,7
554,Female,31,06/07/2022,139592," 2,251.48 "," 5,146.03 ",62,Marketing,1,1
555,Female,16,07/08/2022,172051," 2,775.02 "," 5,146.03 ",62,Healthcare,1,3
556,Male,89,04/08/2021,57033, 576.09 ," 5,146.03 ",99,Artist,0,4
557,Male,84,25/01/2021,117612," 1,866.86 "," 5,146.03 ",63,Engineer,0,6
558,Male,40,17/01/2021,185321," 1,930.43 "," 5,146.03 ",96,Artist,0,7
559,Female,17,12/08/2022,186577," 37,315.40 "," 5,146.03 ",5,Healthcare,8,5
560,Male,0,27/12/2022,151298," 1,699.98 "," 5,146.03 ",89,Artist,0,6
561,Female,69,16/12/2021,123925," 2,383.17 "," 5,146.03 ",52,Artist,1,7
562,Female,17,14/06/2020,169496," 14,124.67 "," 5,146.03 ",12,Lawyer,11,6
563,Female,0,30/10/2020,142892," 5,715.68 "," 5,146.03 ",25,Entertainment,8,1
564,Female,34,25/11/2022,58979," 19,659.67 "," 5,146.03 ",3,Entertainment,9,5
565,Female,51,21/12/2022,141416," 1,414.16 "," 5,146.03 ",100,Healthcare,15,1
566,Male,54,04/01/2022,104854," 1,564.99 "," 5,146.03 ",67,Healthcare,1,7
567,Female,19,05/10/2020,180331," 12,880.79 "," 5,146.03 ",14,Artist,17,5
568,Female,99,18/11/2020,172896," 13,299.69 "," 5,146.03 ",13,Engineer,0,3
569,Female,2,04/05/2022,101451," 1,237.21 "," 5,146.03 ",82,Healthcare,4,3
570,Female,91,19/09/2021,189974," 5,134.43 "," 5,146.03 ",37,Engineer,8,1
571,Male,65,05/12/2022,90084," 1,385.91 "," 5,146.03 ",65,Artist,1,6
572,Female,47,22/08/2021,112247," 4,676.96 "," 5,146.03 ",24,Executive,4,5
573,Female,91,07/03/2021,181775," 2,979.92 "," 5,146.03 ",61,Artist,4,5
574,Female,64,03/10/2020,59088," 1,906.06 "," 5,146.03 ",31,Artist,1,3
575,Female,91,30/04/2022,60856," 2,645.91 "," 5,146.03 ",23,Artist,1,6
576,Male,32,30/07/2020,149900," 4,408.82 "," 5,146.03 ",34,Artist,6,3
577,Male,15,20/04/2021,142776," 1,456.90 "," 5,146.03 ",98,Engineer,8,5
578,Male,22,14/09/2021,162598," 1,935.69 "," 5,146.03 ",84,Artist,8,3
579,Female,37,26/02/2022,146195," 1,642.64 "," 5,146.03 ",89,Healthcare,4,4
580,Male,83,15/05/2021,135268," 2,552.23 "," 5,146.03 ",53,Lawyer,4,5
581,Female,89,15/03/2020,136037," 136,037.00 "," 5,146.03 ",1,Marketing,5,1
582,Female,33,12/08/2022,111191," 1,659.57 "," 5,146.03 ",67,Artist,9,4
583,Female,13,04/11/2022,144111," 2,324.37 "," 5,146.03 ",62,Entertainment,12,5
584,Female,71,29/06/2022,177359," 3,167.13 "," 5,146.03 ",56,Doctor,6,2
585,Female,10,10/11/2020,112818," 1,327.27 "," 5,146.03 ",85,Marketing,15,7
586,Male,49,02/01/2020,53509, 546.01 ," 5,146.03 ",98,Artist,5,4
587,Female,9,09/06/2020,168269," 2,243.59 "," 5,146.03 ",75,Executive,10,2
588,Female,53,09/08/2020,86766," 43,383.00 "," 5,146.03 ",2,Lawyer,16,3
589,Female,63,25/06/2020,52661," 2,106.44 "," 5,146.03 ",25,Healthcare,12,5
590,Female,46,30/06/2020,148520," 10,608.57 "," 5,146.03 ",14,Healthcare,11,5
591,Male,42,23/04/2021,149936," 2,883.38 "," 5,146.03 ",52,Artist,15,3
592,Female,73,24/10/2022,102296," 3,299.87 "," 5,146.03 ",31,Entertainment,7,5
593,Male,75,09/08/2022,178416," 11,151.00 "," 5,146.03 ",16,Executive,10,7
594,Female,49,04/02/2021,83788," 2,043.61 "," 5,146.03 ",41,Doctor,15,1
595,Female,96,08/09/2022,184771," 2,399.62 "," 5,146.03 ",77,Engineer,8,5
596,Female,52,26/02/2022,70302, 798.89 ," 5,146.03 ",88,Executive,14,3
597,Female,15,05/01/2021,58639," 1,149.78 "," 5,146.03 ",51,Entertainment,5,7
598,Male,91,13/01/2022,97879," 2,446.98 "," 5,146.03 ",40,Entertainment,15,7
599,Male,22,02/04/2022,64707," 2,231.28 "," 5,146.03 ",29,Entertainment,7,3
600,Male,62,29/12/2022,71795, 825.23 ," 5,146.03 ",87,Healthcare,8,1
601,Male,41,04/03/2021,76567, 900.79 ," 5,146.03 ",85,Doctor,16,1
602,Male,61,01/08/2021,126370," 6,318.50 "," 5,146.03 ",20,Doctor,11,4
603,Female,71,30/12/2022,154007," 4,812.72 "," 5,146.03 ",32,Artist,7,7
604,Female,91,14/01/2021,69720, 893.85 ," 5,146.03 ",78,Lawyer,17,6
605,Female,94,16/04/2020,85265," 1,253.90 "," 5,146.03 ",68,Executive,7,6
606,Female,3,11/02/2022,155864," 5,027.87 "," 5,146.03 ",31,Healthcare,13,3
607,Female,15,29/05/2022,99421," 1,380.85 "," 5,146.03 ",72,Artist,8,7
608,Female,96,20/02/2021,145457," 2,551.88 "," 5,146.03 ",57,Executive,2,1
609,Male,12,18/11/2022,118041," 1,533.00 "," 5,146.03 ",77,Artist,9,2
610,Female,23,20/10/2020,73759, 888.66 ," 5,146.03 ",83,Doctor,0,7
611,Male,94,16/11/2021,90082," 5,298.94 "," 5,146.03 ",17,Artist,5,7
612,Female,7,15/01/2021,74928," 6,244.00 "," 5,146.03 ",12,Artist,0,6
